"match.id","strat","t","i","p","l","u"
1226289478,"the.undercutter",2,1,0.49,0.5,0.36995
1226289478,"traveling.salesman",2,2,0.5,0,0.1225
1647707238,"the.undercutter",1,1,0.5,0.5,0.25
1647707238,"the.undercutter",1,2,0.5,0.5,0.25
1647707238,"the.undercutter",2,1,0.49,0.5,0.245
1647707238,"the.undercutter",2,2,0.49,0.5,0.245
1757561515,"traveling.salesman",1,1,0.5,0,0.125
1757561515,"traveling.salesman",1,2,0.5,0,0.125
1757561515,"traveling.salesman",2,1,0.5,0,0.125
1757561515,"traveling.salesman",2,2,0.5,0,0.125
1757561515,"traveling.salesman",3,1,0.5,0,0.125
1757561515,"traveling.salesman",3,2,0.5,0,0.125
1141131166,"traveling.salesman",1,1,0.5,0,0.125
1141131166,"the.undercutter",1,2,0.5,0.5,0.375
